title,course_link,instructor,rating,price,description,level,skills
실습 UI 개발로 배워보는 순수 javascript 와 VueJS 개발,https://www.inflearn.com/course/순수js-vuejs-개발-강좌,김정환,96,44000,"간단한 ReactNative 앱을 TDD 방법론을 통해 개발하면서 TDD 의 개념을 확실히 익히고, ReactNative 모바일 앱 개발에 적용할 수 있도록 연습합니다.",초급," JavaScript, React, React Native"
WEB2 - JavaScript,https://www.inflearn.com/course/web2-javascript,Egoing Lee,99,0,생활코딩 자바스크립트 강좌 입니다. 웹브라우저를 직접 제어할 수 있는 자바스크립트 레퍼런스를 공부해 봅니다.,초급, JavaScript
Javascript 핵심 개념 알아보기 - JS Flow,https://www.inflearn.com/course/핵심개념-javascript-flow,정재남,96,15400,게임프로그램을 직접 만들어보면서 자바스크립트의 기본과 실전능력을 키우는 강의입니다. ,입문, JavaScript
퓨즈 스터디를 원하다[Wonhada],https://www.inflearn.com/course/fusetools,원강민,95,0,"JavaScript 언어에 대한 개요, 기초 문법, 제공 라이브러리까지 JavaScript에 대한 전반적인 내용을 학습할 수 있습니다.",입문, JavaScript
모던 자바스크립트(javascript) 개발을 위한 ES6 강좌,https://www.inflearn.com/course/es6-강좌-자바스크립트,윤지수,93,0,"자바스크립트 표준 ECMAScript!
큰 변화가 있었고, 모던 자바스크립트의 축이 되는 ES2015 (ES6) 를 학습하는 강좌 입니다. 
이 강좌는 전체내용을 교과서적으로 자세히 설명하는 방식이 아닌, 각 feature별 짧은 실습코드를 통해서 실제로 어떻게 구현하고 활용하는지를 배울 수 있습니다.

코드스쿼드의 윤지수 Front-End 마스터가 각 기능을 예제코드를 통해 이해하는 실습형 강좌입니다.",초급," JavaScript, ES6"
Node.js 웹개발로 알아보는 백엔드 자바스크립트의 이해,https://www.inflearn.com/course/node-js-웹개발,윤지수,92,0,Javascript를 편리하게 사용할 수 있는 library인 jQuery에 대해 학습합니다.,초급," jQuery, JavaScript"
Sencha ExtJS 6 로 화면개발 더이상 고민하지 말자 - 기초편,https://www.inflearn.com/course/sencha-extjs-6-기초,개발로짜,95,0,자바스크립트와 XML을 이용해 쉽고 빠르게 iOS와 안드로이드 앱을 만들어보세요.,중급이상," JavaScript, 모바일 앱 개발, XML"
Node.Js 활용하기,https://www.inflearn.com/course/node-js-활용,Egoing Lee,100,0,이 강좌는 Angular를 기반으로 간단하지만 유용한 petlist 프로젝트를 100분 핵심강의로 축약하여 짧은 시간에 실전에 활용할 수 있는 모바일 웹앱 개발역량을 키울 수 있습니다.,초급," JavaScript, Angular"
자바스크립트 언어 기본 - javascript,https://www.inflearn.com/course/지바스크립트-언어-기본,Egoing Lee,98,0,"Node.js,의 핵심기능을 다루면서 백엔드에서 자바스크립트가 어떻게 동작하는지를 알아보고, Angular나 React와 같은 복잡한 애플리케이션 개발(SPA)에 필요한 back-end 핵심 요소를 다룹니다.
간결한 동영상들로 핵심적인 내용들을 빠르고 중요하게 다뤄 개발의 흐름을 익히고, 따라하는 실습으로 개발 경험을 쌓을 수 있습니다.",중급이상," Back-End, JavaScript, Node.js"
웹브라우저 Javascript (자바스크립트),https://www.inflearn.com/course/javascript-자바스크립트-강좌,Egoing Lee,98,0,"디자이너 + 퍼블리셔 + 개발자의 조합으로 대부분의 사이트를 제작합니다.
순수하게 Sencha의 ExtJS 컴포넌트를 이용하면, 디자이너와 퍼블리셔 없이 화면개발이 가능합니다.
단, 상용화 목적으로 ExtJS를 사용하신다면, 라이센스정책을 정확하게 숙지하시고 사용하시길 바라겠습니다.",초급, JavaScript
